id,english,tunisian
10204293,Ziri's apartment is abandoned.,دار زيري مهجورة.
10204294,Ziri said that never happened.,زيري قال اللي هذا ما صارشي.
10204295,Ziri prevented his children from going in there.,زيري منع ولادو باش ما يدخلوش لهونيك.
10204297,Ziri broke into that house to take a look around.,زيري دخل للدار هذيكة باش يشوف شنوّة صاير.
10204298,Security on campus has been tightened recently.,الأمن في الحرم الجامعي تشدد في الفترة الأخيرة.
10204299,Ziri had a crowbar.,زيري كان عندو بارو.
10204301,Ziri found himself in an empty room.,زيري لقى روحو في بيت فارغة.
10204303,The room was illuminated by a candle.,الغرفة كانت منوّرة بشمعة.
10204304,Ziri smelt weird.,زيري ريحتو غريبة.
10204306,The tiger tore Ziri apart.,النمر مزّق زيري.
10204307,Ziri went to the basement.,زيري مشى للقبو.
10204308,Ziri saw a faceless ghost.,زيري شاف شبح بلا وجه.
10204310,Ziri very carefully descended the stairs.,زيري هبط الدروج بحذر كبير.
10204311,Ziri lives in a completely normal room.,زيري يعيش في بيت عادي برشة.
10204313,Ziri is completely normal.,زيري عادي برشة.
10204314,Ziri found another door.,زيري لقى باب آخر.
10204317,Ziri pissed himself.,زيري بلل روحو.
10204318,Ziri opened the door.,زيري حل الباب.
10204320,There was a drain in the middle of the room.,كان فمّا بلاعة في وسط الغرفة.
10204322,Ziri caught a glimpse of something strange there.,زيري شاف حاجة غريبة غادي.
10204324,Ziri got up at four in the morning.,زيري قام في الأربعة متاع الصباح.
10204325,Ziri liked what he saw.,زيري عجبو اللي شافو.
10204326,Ziri was fucking with Rima.,زيري كان يعبث مع ريما.
10204327,Ziri creeped Rima out.,زيري خوّف ريما.
10204328,Ziri's message creeped Rima out.,رسالة زيري خوفت ريما.
10204330,Ziri lives next to a vacant house.,زيري ساكن جنب دار فارغة.
10204331,That never really bothered Ziri.,هذا عمره ما ضايق زيري.
10204332,Ziri had the window open.,زيري كان حالّ الشباك.
10204334,Ziri heard moaning noises.,زيري سمع في أصوات أنين.
10204335,Ziri and Rima were having sex.,زيري وريما كانوا يعملوا في الحب.
10204336,Ziri has changed.,زيري تبدّل.
10204337,Ziri was playing video games home alone.,زيري كان يلعب في الجيمات وحدو في الدار.
10204338,Ziri went to his window.,زيري مشى للشباك متاعو.
10204339,Ziri heard a noise coming from inside the abandoned house.,زيري سمع ضجيج جاي من داخل الدار المهجورة.
10204340,Ziri could barely hear Rima.,زيري بالكاد كان يسمع في ريما.
10204341,Ziri was in there.,زيري كان غادي.
10204342,Ziri was in there with friends.,زيري كان غادي مع صحابو.
10204343,Ziri heard a creaking noise.,زيري سمع صوت طقطقة.
10204344,Ziri flicked on the light.,زيري شعّل الضوّ.
10204347,Ziri stepped fully into the room.,زيري دخل للغرفة بكلو.
10204348,Ziri's house was completely empty.,دار زيري كانت فارغة تمامًا.
10204349,Ziri's door was open.,باب زيري كان محلول.
10204350,Ziri felt his heart began to race.,زيري حس قلبو بدا يضرب.
10204352,Curiosity got the better of Ziri.,الفضول غلب زيري.
10204354,Ziri finally became visible.,زيري ولى يبان.
10204355,Ziri froze.,زيري جمد.
10204356,Ziri was moving.,زيري كان يتحرك.
10204357,Ziri was in a rocking chair.,زيري كان قاعد في كرسي هزّاز.
10204359,Ziri was sitting in a rocking chair.,زيري كان قاعد في كرسي هزّاز.
10204360,The chair stopped rocking.,الكرسي وقف يتهز.
10204361,Ziri got back inside.,زيري رجع للداخل.
10204362,Ziri confirmed that nobody lives there.,زيري أكد اللي ما فما حد ساكن غادي.
10204363,Ziri looked out the window again.,زيري شاف من الشباك مرة أخرى.
10204364,Ziri was standing at the window.,زيري كان واقف عند الشباك.
10204365,Ziri shut the blinds.,زيري سكر الستار.
10204366,Ziri bought a wooden rocking chair.,زيري شرا كرسي هزّاز خشبي.
10204367,Ziri was in the basement.,زيري كان في السرداب.
10204368,Ziri works in the basement.,زيري يخدم في السرداب.
10204369,Ziri watches TV in the basement.,زيري يتفرج في التلفزة في السرداب.
10204370,Ziri exercises in the basement.,زيري يتمرن في السرداب.
10204372,Ziri showers in the basement.,زيري يدوش في السرداب.
10204375,Ziri was in the attic.,زيري كان في السطح.
10204377,"Ziri was in his room, watching TV.",زيري كان في بيتو، يتفرج في التلفزة.
10204378,"Ziri was downstairs, making dinner.",زيري كان في الطابق السفلي، يحضّر في العشاء.
10204379,Ziri's room was never meant to be a bedroom.,غرفة زيري عمرها ما كانت مقصودة تكون بيت نوم.
10204380,Ziri was carrying a heavy box.,زيري كان شايل صندوق ثقيل.
10204381,Ziri heard a loud noise.,زيري سمع ضوضاء قوية.
10204382,Ziri went up there.,زيري طلع لهونيك.
10204384,Ziri was too scared to go up there.,زيري كان خايف برشة باش يطلع لهونيك.
10204385,Ziri told his mom.,زيري قال لأمو.
10204387,Ziri expressed his fear to his mother.,زيري عبّر على خوفو لأمو.
10204389,Ziri let Rima know he was kidding.,زيري قال لريما إنه كان يضحك.
10204390,"Ziri stayed in his room, watching TV.",زيري قعد في بيتو يتفرج في التلفزة.
10204391,Ziri was playing video games.,زيري كان يلعب في الجيمات.
10204392,Ziri didn't wake anyone up.,زيري ما فيق حتى حد.
10204394,Ziri paused the game and listened.,زيري وقف اللعبة و سمع.
10204397,Ziri was having a bit of an adrenaline rush.,زيري كان عندو شوية أدرينالين.
10204401,There was nothing Ziri could see.,ما كان فما شي زيري ينجم يشوفو.
10204403,Ziri told his mother.,زيري قال لأمو.
10204405,Ziri was a bit relieved.,زيري حس شوية بالراحة.
10204408,Ziri finally decided to go to sleep.,زيري قرر أخيرًا باش يمشي يرقد.
10204409,Ziri heard cracks.,زيري سمع طقطقات.
10204411,Ziri heard loud cracks.,زيري سمع طقطقات قوية.
10204412,Ziri didn't move.,زيري ما تحركش.
10204416,"Ziri started at that door, waiting for something to happen.",زيري وقف قدام الباب يستنى في حاجة تصير.
10204417,Ziri was expecting something to happen.,زيري كان يستنى في حاجة تصير.
10204419,Ziri got out of bed as quietly as he could.,زيري خرج من الفرش بشويّة بش ما يعملش حس.
10204420,Ziri heard a commotion from his room.,زيري سمع هرج ومرج من بيتو.
10204421,Ziri works in the attic.,زيري يخدم في السطح.
10204423,Ziri doesn't know what to think of it.,زيري ما يعرفش شنوّة يظنّ فيها.
10204424,Ziri didn't hear any noises.,زيري ما سمع حتى ضوضاء.
10204425,Ziri rented out a small house in Algiers.,زيري كرّى دار صغيرة في الجزائر.
10204426,Ziri only planned on being in Algiers for a few weeks.,زيري كان مخطط باش يقعد في الجزائر كان جمعة ولا زوز.
10204427,Ziri didn't need a lot of space to store things.,زيري ما كانش محتاج برشة بلاصة باش يخزّن الحاجات.
10204428,Ziri is a hoarder.,زيري يعفس.
10204429,Ziri has a spare room.,زيري عندو بيت زايد.
10204430,Ziri never uses this room.,زيري عمره ما يستعمل هالغرفة.
10204431,The door didn't budge.,الباب ما تحركش.
10204432,Ziri stared at the attic door.,زيري كان يبحلق في باب السطح.
10204433,The attic is off limits.,السدة ممنوعة.
10204434,The basement is off limits.,القبو ممنوع الدخول ليه.
10204435,The laundry room is off limits.,غرفة الغسيل ممنوعة.
10204437,Ziri went to his fridge to grab some milk.,زيري مشى للثلاجة متاعو باش يجيب شوية حليب.
10204438,The amount of milk in the carton has gone down.,كمية الحليب في العلبة نقصت.
